I Should Have Never Gone Ziplining,Stan,"Four days ago, I came across a brochure for ziplining. [reaches into his pocket and pulls out the brochure for Backcountry Adventures, then looks at it for a few seconds] I thought it would be fun. I only acted like it was an idea we all came up with together. [Kyle and Cartman look at each other]"
I Should Have Never Gone Ziplining,Kyle,"So you intended for us to go ziplining all along? Why, Stan?!"
I Should Have Never Gone Ziplining,Stan,"[turns to face them] If you signed up three friends, you got a free iPod Nano. [the camera pans down and sure enough, the offer is on the brochure cover: Sign up 3 friends and get an iPod NANO!!!]"
I Should Have Never Gone Ziplining,Kyle,You sold us out?! For an iPod Nano?!
I Should Have Never Gone Ziplining,Stan,I had no idea ziplining would be so boring.
I Should Have Never Gone Ziplining,Cartman,[points at Stan] You... You killed Kenny! [Stan begins to weep]
I Should Have Never Gone Ziplining,Kyle,"You BAStard! You BAStard, Stan! [a shot of Kenny, then a shot of the three surviving boys crying. Kyle cries on Cartman's shoulder and Cartman comforts him]"
I Should Have Never Gone Ziplining,Kyle,"[being interviewed] How many iPod Nanos is friendship worth? I guess, one."
I Should Have Never Gone Ziplining,Stan,"[being interviewed, crying] The hardest part about it is knowing you can't take it back. [wipes away the flowing tears] I mean, it was the fifth-generation Nano, so I can't trade it in anywhere."
I Should Have Never Gone Ziplining,Narrator,"But then, miraculously, the boys' prayers are finally answered. [the boys look around, startled]"
I Should Have Never Gone Ziplining,Cartman,[being interviewed] It was a miracle. He came to save us and take us back home.
I Should Have Never Gone Ziplining,Cartman,You came for us!
I Should Have Never Gone Ziplining,Kyle,Mr. Hankey!
I Should Have Never Gone Ziplining,Stan,"Thank you. [whispers] Mr. Hankey. [Mr. Hankey has landed on the boat, at the top of an armrest]"
I Should Have Never Gone Ziplining,Mr. Hankey,"[without the falsetto voice] Howdy ho, boys? Let's get you back home. [the boys are overjoyed at their good fortune]"
I Should Have Never Gone Ziplining,Cartman,[being interviewed] We were saved. It was over.
I Should Have Never Gone Ziplining,Narrator,"After nearly four hours in the Colorado wilderness, the boys are finally going home. From the boat, the boys were airlifted aboard Mr. Hankey's magical helicrapter. [shown, the images are back to the cartoon form] In the four hours since they had left home, the boys had traveled so far that Mr. Hankey then had to fly them on his Seven Turdy Seven. [a jet plane made of poo] From there, it was only an hour ride back home on the Poochoo Express. [The ziplining Shockabra pictures are shown] Four friends, turn apart by tragedy [Kenny's image vanishes, leaving the forest background in place], would now start the long journey back to forgiveness. Kenny McCormick's remains were finally brought home to his parents. [Mr. Hankey delivers them personally. The parents are distraught] And the boys received treatment for their herpes. [two paramedics treat Stan and Cartman as Mr. Hankey looks on from above. Stan and Cartman focus on Mr. Hankey.]"
I Should Have Never Gone Ziplining,Cartman,"[being interviewed] No, I didn't get herpes, I just had a cold sore."
I Should Have Never Gone Ziplining,Narrator,"[shots of the scenes being described are shown] Kyle Broflovski spent twenty seven days in the hospital having fecal matter removed from his nasal passages. Stan Marsh dedicated himself to raising awareness about the boredom risks of ziplining. [a lecture tour. Stan is shown on stage with a ""No on Ziplining"" logo] His awareness videos became so popular that Stan once again ended up jacking it in San Diego. As for Eric Cartman, [shown as a mountaineer] he refused to let the tragedy stop him from doing what he loves most. In just two weeks, he was back to drinking Diet Double Dew, defiant to dew the math."
I Should Have Never Gone Ziplining,Cartman,"[being interviewed] It's diet, dude. Diet soda doesn't give you diarrhea. [takes a long sip]"
Cartman Finds Love,Scene Description,"South Park Elementary, hallway, day. The kids are milling around as Butters' wail is heard."
Cartman Finds Love,Butters,"[runs across the hallway] Fellas! Fellas! Fellas! [spots them in another hallway and runs to them] AAAAH, fellas!"
Cartman Finds Love,Stan,What? [most of the fourth grade boys gather around]
Cartman Finds Love,Butters,"[stops and catches his breath, then jabs his right index finger at the floor] Guess what Larry Barsky just told me?!"
Cartman Finds Love,Cartman,What?
Cartman Finds Love,Butters,[jabs his finger again] Guess!
Cartman Finds Love,Kyle,"Just tell us, Butters."
Cartman Finds Love,Butters,There's a new girl that started school here today. And she's joined the cheerleading squad.
Cartman Finds Love,Craig,"Oh, we have a new cheerleader?"
Cartman Finds Love,Clyde,What's she look like?
Cartman Finds Love,Kenny,"(Yeah, what's her name?)"
Cartman Finds Love,Cartman,"[taking control of the situation] Alright guys, alright! If there is a new girl at our school, we're not gonna start putting claims on her and getting into big fights! It's gonna be her choice who she likes the most."
Cartman Finds Love,Scene Description,"The school gym, moments later. Some double doors are open and Butters peeks in. The other boys gather behind him, and soon all their jaws drop."
Cartman Finds Love,Butters,"Look, look, there she is. [near the bleachers opposite the doors are five girls: Red, Wendy, Bebe, Lola, and Jenny. Between Wendy and Bebe are two pompoms waiting for a sixth cheerleader, who arrives shortly. It's a black girl. The other five girls begin talking to her all at once]"
Cartman Finds Love,Cartman,"Oh my God. Token, aren't you stoked? [Token looks over at him. The girls start practicing] Aww, that's awesome, Token. I'm happy for you."
Cartman Finds Love,Token,[anger flashes across his face] Why?! Why are you happy for me?!
Cartman Finds Love,Cartman,"Dude, I'm being seriously. You guys will be really cute together. What are you gonna say to her?"
Cartman Finds Love,Token,Nothing! [walks away]
Cartman Finds Love,Cartman,"[confused] What the? ...Oh, Token's shy. Oh my God, that is adorable."
Cartman Finds Love,Scene Description,"Fourth Grade class, some time later. Mr. Garrison is at the blackboard teaching the class about Game of Thrones"
Cartman Finds Love,Mr. Garrison,"And so what we start to see now is a pattern in world history much like the Greeks and the Romans. Remember that there were seven families fighting for control of the land of Westeroth. The king of Westeroth was who? Robert Baratheon [circles BARATHEON on the board], and he asked Eddard, also known as, of course, Lord Stark, to serve as hand of the king. You remember that Lord Stark accepted, or course. The queen's family - that's the Lannisters - were really trying back then to take control, weren't they? So where were the Targaryens at this time? Well, they were across the sea. We all talked about how they were also trying to take the throne. So we've got the Greeks, the Romans, the Starks, Lannisters, Baratheons, Targaryens, all headed for a big blowout right in Season 2. Now, what I really wanted to get into today is what was going on in the north, because that's just a whole other mess- [during the lecture, the following takes place]"
Cartman Finds Love,Cartman,"[fairly whispering throughout, beginning when Mr. Garrison mentions Lord Stark. He sits between Token and the new girl and grins as he looks at each of them by turn] Dude... Token! [jerks his head a bit in the girl's direction and points at her] Token. Dude. [Token looks at him, then goes back to taking notes. Cartman smiles] Psst. Token. [points to the girl again, but puts his right hand up so she doesn't notice. Token is annoyed] Go ahead. Go ahead dude. Token! Yeah, get in there."
Cartman Finds Love,Kyle,"[annoyed as well] Will you shut the hell up?! [goes back to taking notes. Cartman finally picks up his pen, but doesn't write anything]"
Cartman Finds Love,Cartman,...Token. You want me to pass her a jelly bean?
Cartman Finds Love,Token,[whispers back] No!
Cartman Finds Love,Cartman,Huh?
Cartman Finds Love,Token,[louder] No!
Cartman Finds Love,Mr. Garrison,"[stops talking and turns to the class] Token, is there a problem? [Token is a loss for words, but Cartman fields this question]"
Cartman Finds Love,Cartman,"Ah, he's just a little sick, Mr. Garrison. He's got boneritis. [begins to laugh at his own joke] Right guys? [tries to hold the laugh in]"
Cartman Finds Love,Mr. Garrison,"Everyone pay attention! [goes back to the board] Now, what I really wanna get into today is what was going on in the north, because that's just a whole other mess that's pretty hard to keep straight, isn't it? The Night's Watch- [while Garrison resumes his lesson, Cartman resumes his prodding]"
Cartman Finds Love,Cartman,"[quickly looks at the girl and at Token] Token. [leans back in his seat so Token has a clear view of the girl] Dude, dude. Dude."
Cartman Finds Love,Scene Description,"South Park Elementary, hallway. Bebe and Red are at Bebe's locker, talking."
Cartman Finds Love,Red,"So then Kelly I guess told Stacey that she wasn't invited, so now Stacey's pissed at us."
Cartman Finds Love,Cartman,"[approaching] Hey, guys? Can I talk to you?"
Cartman Finds Love,Bebe,[shuts her locker] Why?!
Cartman Finds Love,Cartman,"[motions to his left] Just, can I talk to you, real quick? [walks the girls over to the end of the hallway] What kind of stuff is the new girl saying about Token?"
Cartman Finds Love,Red,About Token? Why?
Cartman Finds Love,Cartman,"Well, Token's really shy, so, I'm just here, sort of on his behalf 'cause, you know."
Cartman Finds Love,Bebe,Token likes Nichole?
Cartman Finds Love,Cartman,"Yeah, of course. [the girls look at each other]"
Cartman Finds Love,Red,"Oh yeah, I don't think she has any idea."
Cartman Finds Love,Cartman,"Yeah, so, could you guys just let her know that, you know, she might have to make the first move?"
Cartman Finds Love,Bebe,Okay.
Cartman Finds Love,Cartman,"Thanks, you guys."
Cartman Finds Love,Scene Description,"Bebe's basement, day. She and the other five cheerleaders are playing the board game, Living. Lola rolls the dice and releases them."
Cartman Finds Love,Lola,"[moves up four steps] One two three four, sorry Bebe."
Cartman Finds Love,Bebe,"Oh, that's okay. [the girls laugh about it] So, Nichole, guess what? One of the boys here already has a crush on you."
Cartman Finds Love,"Lola, Jenny, Red, and Wendy",Ohhh.
Cartman Finds Love,Nichole,"Oh my gosh, who?"
Cartman Finds Love,Red,That boy Token.
Cartman Finds Love,Wendy,"Oh he's really nice, Nichole. I dated him for a little while. [the other girls chime in, showing their support. The camera pulls back a bit, and Cartman is shown eavesdropping just outside a basement window]"
Cartman Finds Love,Nichole,"Oh jeez, thanks you guys, but to be totally honest, I kinda think this other boy is cute."
Cartman Finds Love,Bebe,[excited] Who? Whowhowhowho?
Cartman Finds Love,Nichole,"That kid, with the orange coat and the green hat?"
Cartman Finds Love,Wendy,"Oh, you mean Kyle?"
Cartman Finds Love,Nichole,Yeah.
Cartman Finds Love,The Girls,"Ooooh, Kyle."
Cartman Finds Love,Cartman,WHAT?! KYLE?! [the girls don't hear him]
Cartman Finds Love,Bebe,Nichole loves Kyle! Nichole and Kyle sittin' in a tree.
Cartman Finds Love,The Girls,K-I-S-S-O-M-G!
Cartman Finds Love,Nichole,"Haha, shut up you guys! It's just a crush. [the girls laugh while Cartman gets livid]"
Cartman Finds Love,Cartman,Motherfucker! [gets up and runs off]
Cartman Finds Love,Scene Description,"South Park Elementary, next day. The girls are practicing on the football field as three random boys watch from the bleachers"
Cartman Finds Love,The Girls,"We are Cows, proud and true! Count on South Park, moo moo moo! Goooo Cows! [Cartman approaches Nichole]"
Cartman Finds Love,Cartman,"Hey, ah, Nichole, right?"
Cartman Finds Love,Nichole,Yeah. [Wendy stops practicing]
Cartman Finds Love,Cartman,"Can I talk to you for a second, just for a second, right over here? [takes her to another set of bleachers nearby] Listen uh, I heard through the grapevine that you've got a thing for Kyle?"
Cartman Finds Love,Nichole,"[taken aback] Oh no, who told you that?"
Cartman Finds Love,Cartman,"Just, the grapevine. Um, there's something you should probably know. [fakes a sweat] Oh man this is hard. Um, the thing is, me and Kyle are kind of, you know ...together?"
Cartman Finds Love,Nichole,Ohhh.
Cartman Finds Love,Cartman,"Yeah, he's my man. I'm more out than Kyle is, but... it sucks, because he acts like we're not a couple at school because he's embarrassed, but... we get home and he's the best boyfriend I've ever had."
Cartman Finds Love,Nichole,"Wow, I-I'm sorry. I totally respect that. [puts her right hand on his left shoulder] Hey, thanks a lot for telling me."
Cartman Finds Love,Cartman,"Cool, just, you know, don't touch me 'cause I'm not into girls, so it kind of grosses me out."
Cartman Finds Love,Nichole,"[withdraws her hand] Oh, I'm sorry."
Cartman Finds Love,Cartman,"Yeah, kewl. Anyway, thanks a lot and just, you know, stay away from my man, bitch. [snaps his fingers and walks away]"
Cartman Finds Love,Scene Description,"The hallway, later. Kyle is at his locker putting some books away. Nichole approaches him"
Cartman Finds Love,Nichole,"Hey, uh, I just wanna let you know, if you ever need somebody to talk to, I'm here."
Cartman Finds Love,Kyle,"Oh, thanks. [smiles. Nichole turns and walks away, smiling. Kyle sees Craig and Timmy nearby and runs towards them] Dude, that new girl's into me!"
